Id,Name,OrderIndex,UpdatedDateTime,CreatedDateTime,IsDeleted,Remark,EdgeBandingColor,Color2020,PriorityFlag,PaintGoods,IsOrder,EPType
2259,J06,80060,2017-04-10 15:51:25.297,2017-03-14 11:13:31.787,0,7017GC,J06,,,N,1,2
2260,J07,80070,2017-04-10 15:50:53.07,2017-03-14 17:29:41.447,0,7034GC,J07,,,N,1,2
2261,I98N,79984,2017-04-10 16:01:26.95,2017-03-15 09:57:52.813,0,6142SPGCN,I98T,,,Y,1,2
2262,J08,80080,2017-04-10 15:49:15.727,2017-03-15 09:59:00.33,0,7003GC,J08,,,N,1,2
2263,J08S,80081,2017-04-10 15:49:26.467,2017-03-15 10:06:02.587,0,7003GCS,J08,,,Y,1,2
2264,J08F,80082,2017-04-10 15:49:34.52,2017-03-15 10:06:18.137,0,7003GCF,J08,,,N,1,2
2265,J08N,80083,2017-04-10 15:49:42.057,2017-03-15 10:06:34.883,0,7003GCN,J08,,,N,1,2
2266,H84F,78842,2017-04-10 18:02:15.93,2017-03-16 10:24:51.053,0,6075GCF,H84,,,N,1,2
2267,J04S,80041,2017-04-10 15:53:48.67,2017-03-17 16:05:07.143,0,7007GCS,J04,,,N,1,2
2268,J04DS,80042,2017-04-10 15:53:54.757,2017-03-17 16:05:28.79,0,7007GCDS,J04,,,N,1,2
2269,I94S,79941,2017-04-10 16:03:27.993,2017-03-17 16:06:03.993,0,7022GCS,I94,,,N,1,2
2270,I94DS,79942,2017-04-10 16:03:36.397,2017-03-17 16:06:22.987,0,7022GCDS,I94,,,N,1,2
2271,J06S,80061,2017-04-10 15:51:34.077,2017-03-17 16:42:29.763,0,7017GCS,J06,,,N,1,2
2272,J04N,80043,2017-04-10 15:54:05.35,2017-03-17 19:43:22.043,0,7007GCN,J04,,,N,1,2
2273,J05S,80051,2017-04-10 15:52:03.257,2017-03-17 19:44:05.05,0,7025GCS,J05,,,N,1,2
2274,J05DS,80052,2017-04-10 15:52:13.583,2017-03-17 19:44:23.543,0,7025GCDS,J05,,,N,1,2
2275,J05F,80053,2017-04-10 15:52:20.69,2017-03-17 19:44:53.54,0,7025GCF,J05,,,N,1,2
2276,J05N,80054,2017-04-10 15:52:28.123,2017-03-17 19:45:09.55,0,7025GCN,J05,,,N,1,2
2277,J09,80090,2017-04-10 15:48:55.06,2017-03-20 08:25:41.427,0,7020GC,J09,,,N,1,2
2278,J10,80100,2017-04-10 15:48:36.443,2017-03-20 10:07:44.753,0,7038GC,J10,,,N,1,2
2279,J11,80110,2017-04-10 15:27:23.613,2017-03-20 10:08:07.84,0,7039GC,J11,,,N,1,2
2280,J12,80120,2017-04-10 15:26:40.737,2017-03-20 10:08:29.223,0,7040GC,J12,,,N,1,2
2281,J03JQ,80031,2017-04-10 15:54:26.58,2017-03-21 08:23:09.95,0,YQ6035J,,,,Y,1,2
2282,J13T,80130,2017-04-10 15:26:18.817,2017-03-21 11:00:33.727,0,7024SPGC,J13T,,,Y,1,2
2283,J16,80160,2017-04-10 15:25:01.963,2017-03-22 16:46:56.67,0,7035-1GC,J16,,,N,1,2
2284,J14,80140,2017-04-10 15:26:00.403,2017-03-23 08:48:04.757,0,7030-1GC,J14,,,N,1,2
2285,J14S,80141,2017-04-10 15:26:07.167,2017-03-23 08:48:18.517,0,7030-1GCS,J14,,,N,1,2
2286,J15,80150,2017-04-10 15:25:31.963,2017-03-23 08:48:42.27,0,7015-1GC,J15,,,N,1,2
2287,J15S,80151,2017-04-10 15:25:40.09,2017-03-23 08:49:00.253,0,7015-1GCS,J15,,,N,1,2
2288,J15N,80152,2017-04-10 15:25:51.477,2017-03-23 08:49:15.217,0,7015-1GCN,J15,,,N,1,2
2289,J10S,80101,2017-04-10 15:48:45.93,2017-03-23 08:52:33.637,0,7038GCS,J10,,,N,1,2
2290,J09S,80091,2017-04-10 15:49:02.677,2017-03-23 10:39:08.43,0,7020GCS,J09,,,N,1,2
2291,J07S,80071,2017-04-10 15:50:59.4,2017-03-23 11:53:20.283,0,7034GCS,J07,,,N,1,2
2292,J07DS,80072,2017-04-10 15:51:06.887,2017-03-23 11:53:46.997,0,7034GCDS,J07,,,N,1,2
2293,H69DS,78693,2017-04-12 12:00:19.017,2017-03-23 14:47:22.76,0,6052GCDS,H69,,,N,1,2
2294,I98DST,79983,2017-04-10 16:01:19.813,2017-03-23 16:56:47.253,0,6142SPGCDS,I98T,,,Y,1,2
2295,J16S,80161,2017-04-10 15:25:09.97,2017-03-25 10:19:48.387,0,7035-1GCS,J16,,,N,1,2
2296,J16DS,80162,2017-04-10 15:25:23.06,2017-03-25 10:20:10.353,0,7035-1GCDS,J16,,,N,1,2
2297,J17,80170,2017-04-10 15:24:13.28,2017-03-25 11:56:45.693,0,7032GC,J17,,,N,1,2
2298,J17S,80171,2017-04-10 15:24:42.237,2017-03-25 11:56:59.75,0,7032GCS,J17,,,N,1,2
2299,J17N,80172,2017-04-10 15:24:52.663,2017-03-25 11:57:13.633,0,7032GCN,J17,,,N,1,2
2300,J18,80180,2017-04-10 15:23:07.723,2017-03-27 14:06:16.713,0,7055GC,J18,,,N,1,2
2301,J19,80190,2017-04-10 15:22:35.813,2017-03-27 14:47:24.64,0,7033GC,J19,,,N,1,2
2302,J12S,80121,2017-04-10 15:26:50.22,2017-03-28 16:36:08.84,0,7040GCS,J12,,,N,1,2
2303,J12DS,80122,2017-04-10 15:26:57.877,2017-03-28 16:36:27.107,0,7040GCDS,J12,,,N,1,2
2304,J12N,80123,2017-04-10 15:27:07.22,2017-03-28 16:36:41.133,0,7040GCN,J12,,,N,1,2
2305,J11S,80111,2017-04-10 15:27:31.05,2017-03-28 16:37:13.337,0,7039GCS,J11,,,N,1,2
2306,J11DS,80112,2017-04-10 15:27:39.857,2017-03-28 16:37:30.217,0,7039GCDS,J11,,,N,1,2
2307,J11N,80113,2017-04-10 15:27:47.46,2017-03-28 16:37:44.28,0,7039GCN,J11,,,N,1,2
2308,J18S,80181,2017-04-10 15:23:17.753,2017-03-29 09:28:28.877,0,7055GCS,J18,,,N,1,2
2309,J18DS,80182,2017-04-10 15:23:28.35,2017-03-29 09:29:40.757,0,7055GCDS,J18,,,N,1,2
2310,J18F,80183,2017-04-10 15:23:35.293,2017-03-29 09:30:24.0,0,7055GCF,J18,,,N,1,2
2311,J20,80200,2017-04-10 15:21:57.497,2017-03-29 10:30:11.237,0,7052GC,J20,,,N,1,2
2312,J21,80210,2017-04-10 15:21:26.157,2017-03-29 14:16:11.247,0,6174-1GC,J21,,,N,1,2
2313,J19S,80191,2017-04-10 15:22:44.19,2017-03-30 09:02:47.47,0,7033GCS,J19,,,N,1,2
2314,J19DS,80192,2017-04-10 15:22:52.48,2017-03-30 09:03:15.91,0,7033GCDS,J19,,,N,1,2
2315,J20S,80201,2017-04-10 15:22:08.663,2017-03-30 09:03:51.78,0,7052GCS,J20,,,N,1,2
2316,J20DS,80202,2017-04-10 15:22:17.32,2017-03-30 09:04:08.743,0,7052GCDS,J20,,,N,1,2
2317,J23T,80230,2017-04-10 15:18:47.42,2017-03-30 16:46:48.497,0,7013SPGC,J23T,,,Y,1,2
2318,J23ST,80231,2017-04-10 15:19:12.02,2017-03-30 16:47:17.32,0,7013SPGCS,J23T,,,Y,1,2
2319,J23SY,80232,2017-04-10 15:19:23.06,2017-03-30 16:47:49.627,0,7013SPGCSY,J23T,,,Y,1,2
2320,J23DST,80233,2017-04-10 15:19:31.32,2017-03-30 16:48:19.547,0,7013SPGCDS,J23T,,,Y,1,2
2321,J24,80240,2017-04-10 15:18:02.483,2017-03-30 16:48:49.563,0,7027GC,J24,,,N,1,2
2322,J24S,80241,2017-04-10 15:18:17.457,2017-03-30 16:49:15.457,0,7027GCS,J24,,,N,1,2
2323,J24DS,80242,2017-04-10 15:18:26.763,2017-03-30 16:49:35.817,0,7027GCDS,J24,,,N,1,2
2324,J26T,80260,2017-04-10 11:59:53.593,2017-03-30 17:59:24.763,0,7016-2SPGC,J26T,,,Y,1,2
2325,J26Y,80261,2017-04-10 12:00:22.193,2017-03-30 17:59:50.107,0,7016-2SPGCY,J26T,,,Y,1,2
2326,J26ST,80262,2017-04-10 12:00:28.943,2017-03-30 18:00:13.54,0,7016-2SPGCST,J26T,,,Y,1,2
2327,J26SY,80263,2017-04-10 12:00:36.44,2017-03-30 18:00:32.617,0,7016-2SPGCSY,J26T,,,Y,1,2
2328,J27,80270,2017-04-10 11:56:03.193,2017-03-30 18:01:09.857,0,6188GC,J27,,,N,1,2
2329,J27S,80271,2017-04-10 11:56:10.023,2017-03-30 18:01:29.27,0,6188GCS,J27,,,N,1,2
2330,J22T,80220,2017-04-10 15:20:30.4,2017-04-01 09:47:15.19,0,6157SPGC,J22T,,,Y,1,2
2331,J28,80280,2017-04-10 11:55:48.813,2017-04-01 09:52:38.607,0,7053GC,J28,,,N,1,2
2332,J29T,80290,2017-04-10 11:54:47.51,2017-04-01 09:53:06.263,0,7028-1SPGC,J29T,,,Y,1,2
2333,J21S,80211,2017-04-10 15:21:34.587,2017-04-01 14:47:19.753,0,6174-1GCS,J21,,,N,1,2
2334,J30P,80300,2017-04-10 11:54:35.963,2017-04-05 10:11:52.13,0,PG7001,,,,N,1,2
2335,J23N,80234,2017-04-10 15:19:44.943,2017-04-05 14:55:54.37,0,7013SPGCN,J23T,,,Y,1,2
2336,J13Y,80131,2017-04-10 15:26:25.777,2017-04-06 09:11:13.987,0,7024SPGCY,J13T,,,Y,1,2
2337,J31,80310,2017-04-10 11:51:19.4,2017-04-06 10:48:13.847,0,7023GC,J31,,,N,1,2
2338,J31S,80311,2017-04-10 11:51:29.353,2017-04-06 11:59:18.363,0,7023GCS,J31,,,N,1,2
2339,J31F,80312,2017-04-10 11:54:09.983,2017-04-06 12:00:01.333,0,7023GCF,J31,,,N,1,2
2340,J31DS,80313,2017-04-10 11:54:17.33,2017-04-06 12:00:33.333,0,7023GCDS,J31,,,N,1,2
2341,J32,80320,2017-04-10 11:51:00.507,2017-04-06 16:02:36.057,0,7037-1GC,J32,,,N,1,2
2342,J32S,80321,2017-04-10 11:51:07.33,2017-04-06 16:02:49.283,0,7037-1GCS,J32,,,N,1,2
2343,J33,80330,2017-04-10 11:50:43.247,2017-04-06 16:03:18.017,0,7036-2GC,J33,,,N,1,2
2344,J33S,80331,2017-04-10 11:50:51.127,2017-04-06 16:03:37.843,0,7036-2GCS,J33,,,N,1,2
2345,J22DST,80225,2017-04-11 14:53:25.303,2017-04-06 18:06:08.493,0,6157SPGCDS,J22T,,,Y,1,2
2346,J22ST,80222,2017-04-11 14:52:58.997,2017-04-06 18:07:10.443,0,6157SPGCS,J22T,,,Y,1,2
2347,J22SY,80223,2017-04-11 14:53:06.17,2017-04-06 18:07:40.45,0,6157SPGCSY,J22T,,,Y,1,2
2348,J22N,80224,2017-04-10 15:21:15.493,2017-04-06 18:08:56.863,0,6157SPGCN,J22T,,,Y,1,2
2349,J25,80250,2017-04-10 15:17:44.077,2017-04-06 18:10:05.403,0,7026GC,J25,,,N,1,2
2350,J28S,80281,2017-04-10 11:55:54.833,2017-04-09 11:09:19.097,0,7053GCS,J28,,,N,1,2
2351,J29ST,80291,2017-04-10 11:55:12.11,2017-04-09 11:10:22.033,0,7028-1SPGCS,J29T,,,Y,1,2
2352,J29SY,80292,2017-04-10 11:55:26.867,2017-04-09 11:10:46.557,0,7028-1SPGCSY,J29T,,,Y,1,2
2353,J29N,80293,2017-04-10 11:55:32.84,2017-04-09 11:11:11.533,0,7028-1SPGCN,J29T,,,Y,1,2
2354,J34,80340,2017-04-10 11:50:28.393,2017-04-10 08:13:33.657,0,7061GC,J34,,,N,1,2
2355,I56T,79560,2017-04-10 17:12:51.63,2017-04-10 17:12:51.63,0,6109SPGC,I56T,,,Y,1,2
2356,I38,79380,2017-04-10 17:25:33.87,2017-04-10 17:25:33.87,0,6146GC,,,,N,1,2
2357,I25,79250,2017-04-10 17:32:14.023,2017-04-10 17:32:14.023,0,6134GC,I25,,,N,1,2
2358,J35,80350,2017-04-11 09:46:38.84,2017-04-11 09:46:38.84,0,7001KGC,J35,,,N,1,2
2359,J36Q,80360,2017-04-11 09:47:07.563,2017-04-11 09:47:07.563,0,KYQ7001,,,,Y,1,2
2360,B73DS,72732,2017-05-31 17:15:20.62,2017-04-11 11:27:02.9,0,2088GCDS,B73,,,N,1,2
2361,J22Y,80221,2017-04-11 14:52:40.923,2017-04-11 14:52:40.923,0,6157SPGCY,J22T,,,Y,1,2
2362,J37T,80370,2017-04-11 16:06:33.163,2017-04-11 16:06:33.163,0,7018SPGC,J37T,,,Y,1,2
2363,J37Y,80371,2017-04-11 16:06:57.637,2017-04-11 16:06:57.637,0,7018SPGCY,J37T,,,Y,1,2
2364,J38,80380,2017-04-11 18:47:48.363,2017-04-11 18:47:48.363,0,S147,,,,N,1,3
2365,F88G,76882,2017-05-22 17:51:02.877,2017-04-12 16:27:31.333,0,5097GCG,F88,,,N,1,2
2366,029A,295,2017-06-01 10:13:57.8,2017-04-12 16:57:18.47,0,ºúÌÒÄ¾(¿µ´¿°å),029,,,N,1,1
2367,982A,9827,2017-06-01 14:21:55.233,2017-04-12 16:58:00.327,0,Ç³É«²¼ÎÆ(¿µ´¿°å),982,,,N,1,1
2368,J39,80390,2017-04-13 11:17:09.677,2017-04-13 11:17:09.677,0,7051GC,J39,,,N,1,2
2369,J39S,80391,2017-04-13 11:17:30.543,2017-04-13 11:17:30.543,0,7051GCS,J39,,,N,1,2
2370,H80N,78802,2017-04-13 14:57:34.413,2017-04-13 14:57:34.413,0,6077GCN,H80,,,N,1,2
2371,J35F,80351,2017-04-13 15:52:52.69,2017-04-13 15:52:52.69,0,7001KGCF,J35,,,N,1,2
2372,J40T,80400,2017-04-14 15:13:13.55,2017-04-14 15:13:13.55,0,7029-1SPGC,J40T,,,Y,1,2
2373,J41,80410,2017-04-14 15:13:40.647,2017-04-14 15:13:40.647,0,7054-1GC,J41,,,N,1,2
2374,J34S,80341,2017-04-14 16:47:34.773,2017-04-14 16:47:34.773,0,7061GCS,J34,,,N,1,2
2375,J34N,80342,2017-04-14 16:47:59.097,2017-04-14 16:47:59.097,0,7061GCN,J34,,,N,1,2
2376,E97DS,75972,2017-05-23 09:27:07.213,2017-04-17 10:48:03.583,0,5017GCDS,E97,,,N,1,2
2377,J41S,80411,2017-04-21 20:26:26.963,2017-04-21 20:26:26.963,0,7054-1GCS,J41,,,N,1,2
2378,GCHS1,10201,2017-06-01 09:02:13.6,2017-04-26 10:09:16.57,0,GCHS1,GCHS1,,,N,0,2
2379,GCHS2,10202,2017-06-01 09:02:28.877,2017-04-26 10:09:37.453,0,GCHS2,GCHS2,,,N,0,2
2380,GCHS3,10203,2017-06-01 09:02:36.457,2017-04-26 10:09:52.873,0,GCHS3,GCHS3,,,N,0,2
2381,GCHS4,10204,2017-06-01 09:02:45.543,2017-04-26 10:10:07.283,0,GCHS4,GCHS4,,,N,0,2
2382,GCHS5,10205,2017-06-01 09:02:51.553,2017-04-26 10:10:21.82,0,GCHS5,GCHS5,,,N,0,2
2383,GCHS6,10206,2017-06-01 09:02:56.727,2017-04-26 10:10:38.78,0,GCHS6,GCHS6,,,N,0,2
2384,GCHS7,10207,2017-06-01 09:03:02.663,2017-04-26 10:10:56.273,0,GCHS7,GCHS7,,,N,0,2
2385,GCHS8,10208,2017-06-01 09:03:07.653,2017-04-26 10:11:12.447,0,GCHS8,GCHS8,,,N,0,2
2386,GCHS9,10209,2017-06-01 09:03:13.543,2017-04-26 10:11:27.877,0,GCHS9,GCHS9,,,N,0,2
2387,GCHS10,10210,2017-06-01 09:03:18.74,2017-04-26 10:11:43.403,0,GCHS10,GCHS10,,,N,0,2
2388,J42T,80420,2017-04-26 11:31:38.62,2017-04-26 11:31:38.62,0,6110SPGC,J42T,,,Y,1,2
2389,J42Y,80421,2017-04-26 11:32:02.547,2017-04-26 11:32:02.547,0,6110SPGCY,J42T,,,Y,1,2
2390,J43,80430,2017-04-26 11:32:43.443,2017-04-26 11:32:43.443,0,6144GC,J43,,,N,1,2
2391,J43S,80431,2017-04-26 11:33:09.027,2017-04-26 11:33:09.027,0,6144GCS,J43,,,N,1,2
2392,J43N,80432,2017-04-26 11:33:26.673,2017-04-26 11:33:26.673,0,6144GCN,J43,,,N,1,2
2393,J44,80440,2017-04-27 14:37:29.16,2017-04-27 14:37:29.16,0,7086GC,J44,,,N,1,2
2394,J45,80450,2017-04-27 14:37:57.413,2017-04-27 14:37:57.413,0,7087GC,J45,,,N,1,2
2395,919A,9191,2017-06-01 11:37:51.68,2017-04-28 10:55:27.71,0,Óð°×Ë¨Ä¾(¿µ´¿°å),919,,,N,1,1
2396,919,9190,2017-06-01 11:37:15.747,2017-04-28 10:58:26.167,0,Óð°×Ë¨Ä¾,919,,,N,1,1
2397,GC001,10301,2017-06-01 09:03:28.15,2017-04-28 14:55:27.813,0,Ç³Èý°·01,GC001,,,N,0,2
2398,GC002,10302,2017-06-01 09:03:33.463,2017-04-28 14:55:44.977,0,Ç³Èý°·02,GC002,,,N,0,2
2399,GC003,10303,2017-06-01 09:03:42.713,2017-04-28 14:56:00.573,0,Ç³Èý°·03,GC003,,,N,0,2
2400,GC004,10304,2017-06-01 09:03:50.31,2017-04-28 14:56:18.8,0,Ç³Èý°·04,GC004,,,N,0,2
2401,GC005,10305,2017-06-01 09:03:55.0,2017-04-28 14:56:31.763,0,Ç³Èý°·05,GC005,,,N,0,2
2402,GC006,10401,2017-06-01 09:04:03.127,2017-04-28 14:56:45.633,0,ÉîÈý°·01,GC006,,,N,0,2
2403,GC007,10402,2017-06-01 09:04:09.3,2017-04-28 14:57:00.16,0,ÉîÈý°·02,GC007,,,N,0,2
2404,GC008,10403,2017-06-01 09:04:13.913,2017-04-28 14:57:15.093,0,ÉîÈý°·03,GC008,,,N,0,2
2405,GC009,10404,2017-06-01 09:04:18.77,2017-04-28 14:57:28.633,0,ÉîÈý°·04,GC009,,,N,0,2
2406,GC010,10405,2017-06-01 09:04:23.577,2017-04-28 14:57:43.413,0,ÉîÈý°·05,GC010,,,N,0,2
2407,GC011,10501,2017-06-01 09:04:33.023,2017-04-28 14:58:02.903,0,Ç³É«Ä¾Æ¤µ¥Ãæ,GC011,,,Y,0,2
2408,GC012,10502,2017-06-01 09:04:38.517,2017-04-28 14:58:16.593,0,Ç³É«Ä¾Æ¤Ë«Ãæ,GC012,,,Y,0,2
2409,GC013,10503,2017-06-01 09:04:43.42,2017-04-28 14:58:34.853,0,Ç³É«Ä¾Æ¤Æ½ºâ,GC013,,,Y,0,2
2410,GC014,10601,2017-06-01 09:04:50.747,2017-04-28 14:58:47.533,0,ÉîÉ«Ä¾Æ¤µ¥Ãæ,GC014,,,Y,0,2
2411,GC015,10602,2017-06-01 09:04:55.287,2017-04-28 14:58:58.903,0,ÉîÉ«Ä¾Æ¤Ë«Ãæ,GC015,,,Y,0,2
2412,GC016,10603,2017-06-01 09:04:59.7,2017-04-28 14:59:13.63,0,ÉîÉ«Ä¾Æ¤Æ½ºâ,GC016,,,Y,0,2
2413,GC017,10701,2017-06-01 09:05:08.213,2017-04-28 14:59:27.64,0,¿¾Æá01,GC017,,,Y,0,2
2414,GC018,10702,2017-06-01 09:05:13.23,2017-04-28 14:59:40.37,0,¿¾Æá02,GC018,,,Y,0,2
2415,GC019,10703,2017-06-01 09:05:17.98,2017-04-28 15:00:02.66,0,¿¾Æá03,GC019,,,Y,0,2
2416,J44S,80441,2017-05-02 11:53:55.877,2017-05-02 11:53:55.877,0,7086GCS,J44,,,N,1,2
2417,J44DS,80442,2017-05-02 11:54:40.313,2017-05-02 11:54:40.313,0,7086GCDS,J44,,,N,1,2
2418,J44G,80443,2017-05-02 11:55:08.317,2017-05-02 11:55:08.317,0,7086GCG,J44,,,N,1,2
2419,J44G,80444,2017-05-02 12:02:55.0,2017-05-02 11:56:11.327,1,7086GCG,J44,,,N,1,2
2420,J44N,80445,2017-05-02 11:57:56.217,2017-05-02 11:57:56.22,0,7086GCN,J44N,,,N,1,2
2421,J45S,80451,2017-05-02 11:59:55.357,2017-05-02 11:59:55.357,0,7087GCS,J45,,,N,1,2
2422,J45DS,80452,2017-05-02 12:01:45.36,2017-05-02 12:01:45.36,0,7087GCDS,J45,,,N,1,2
2423,J45G,80453,2017-05-02 12:02:13.86,2017-05-02 12:02:13.86,0,7087GCG,J45,,,N,1,2
2424,J46T,80460,2017-05-02 12:03:46.177,2017-05-02 12:03:46.177,0,7020SPGC,J46T,,,Y,1,2
2425,J47,80470,2017-05-02 12:04:15.617,2017-05-02 12:04:15.617,0,7046GC,J47,,,N,1,2
2426,J48T,80480,2017-05-02 12:04:55.127,2017-05-02 12:04:55.127,0,7033SPGC,J48T,,,Y,1,2
2427,J49,80490,2017-05-02 12:05:30.63,2017-05-02 12:05:30.63,0,7072GC,J49,,,N,1,2
2428,J50,80500,2017-05-04 14:49:41.693,2017-05-04 14:49:41.693,0,7002KGC,J50,,,N,1,2
2429,G20F,77202,2017-05-22 08:45:18.0,2017-05-05 09:12:23.987,0,5070GCF,G20,,,N,1,2
2430,J51,80510,2017-05-05 14:42:57.747,2017-05-05 14:42:57.747,0,7084GC,J51,,,N,1,2
2431,J52,80520,2017-05-05 14:43:22.643,2017-05-05 14:43:22.643,0,7089GC,J52,,,N,1,2
2432,J53,80530,2017-05-05 17:18:46.83,2017-05-05 17:18:46.83,0,7066GC,J53,,,N,1,2
2433,J54,80540,2017-05-05 17:19:12.973,2017-05-05 17:19:12.973,0,7067-1GC,J54,,,N,1,2
2434,J50F,80501,2017-05-06 14:58:17.117,2017-05-06 14:58:17.117,0,7002KGCF,J50,,,N,1,2
2435,J51S,80511,2017-05-09 17:15:56.713,2017-05-09 17:15:56.713,0,7084GCS,J51,,,N,1,2
2436,J51N,80512,2017-05-09 17:16:36.003,2017-05-09 17:16:36.003,0,7084GCN,J51,,,N,1,2
2437,J51J,80513,2017-05-09 17:16:57.963,2017-05-09 17:16:57.963,0,7084GCJ,J51,,,N,1,2
2438,J52S,80521,2017-05-09 17:17:39.19,2017-05-09 17:17:39.19,0,7089GCS,J52,,,N,1,2
2439,J52N,80522,2017-05-09 17:18:38.267,2017-05-09 17:18:38.267,0,7089GCN,J52,,,N,1,2
2440,J55T,80550,2017-05-10 11:52:07.193,2017-05-10 11:52:07.193,0,7043SPGC,J55T,,,Y,1,2
2441,J55ST,80551,2017-05-10 11:52:37.777,2017-05-10 11:52:37.777,0,7043SPGCS,J55T,,,Y,1,2
2442,J55SY,80552,2017-05-10 11:53:00.84,2017-05-10 11:53:00.84,0,7043SPGCSY,J55T,,,Y,1,2
2443,J55LN,80553,2017-05-10 11:53:31.843,2017-05-10 11:53:31.843,0,7043SPGCLN,J55T,,,Y,1,2
2444,J48SY,80481,2017-05-10 11:55:01.04,2017-05-10 11:55:01.04,0,7033SPGCSY,J48T,,,Y,1,2
2445,J48LN,80482,2017-05-10 11:55:39.337,2017-05-10 11:55:39.337,0,7033SPGCLN,J48T,,,Y,1,2
2446,J46ST,80461,2017-05-10 11:56:27.867,2017-05-10 11:56:27.867,0,7020SPGCS,J46T,,,Y,1,2
2447,J46SY,80462,2017-05-10 11:58:00.157,2017-05-10 11:58:00.157,0,7020SPGCSY,J46T,,,Y,1,2
2448,J46LN,80463,2017-05-10 11:58:29.637,2017-05-10 11:58:29.637,0,7020SPGCLN,J46T,,,Y,1,2
2449,J54S,80541,2017-05-10 12:00:05.117,2017-05-10 12:00:05.117,0,7067-1GCS,J54,,,N,1,2
2450,J53S,80531,2017-05-10 12:00:53.157,2017-05-10 12:00:53.157,0,7066GCS,J53,,,N,1,2
2451,J53N,80532,2017-05-10 12:01:15.653,2017-05-10 12:01:15.653,0,7066GCN,J53,,,N,1,2
2452,J49S,80491,2017-05-10 12:02:08.66,2017-05-10 12:02:08.66,0,7072GCS,J49,,,N,1,2
2453,J49DS,80492,2017-05-10 12:02:32.67,2017-05-10 12:02:32.67,0,7072GCDS,J49,,,N,1,2
2454,J47S,80471,2017-05-10 12:03:09.16,2017-05-10 12:03:09.16,0,7046GCS,J47,,,N,1,2
2455,J47N,80472,2017-05-10 12:03:33.247,2017-05-10 12:03:33.247,0,7046GCN,J47,,,N,1,2
2456,J47DS,80473,2017-05-10 12:03:58.633,2017-05-10 12:03:58.633,0,7046GCDS,J47,,,N,1,2
2457,J56,80560,2017-05-13 08:57:16.593,2017-05-13 08:57:16.593,0,7093GC,J56,,,N,1,2
2458,J51DS,80514,2017-05-13 09:44:16.623,2017-05-13 09:44:16.623,0,7084GCDS,J51,,,N,1,2
2459,J57,80570,2017-05-15 15:31:30.11,2017-05-15 15:31:30.11,0,7091GC,J57,,,N,1,2
2460,J58,80580,2017-05-15 15:33:11.94,2017-05-15 15:33:11.94,0,7095GC,J58,,,N,1,2
2461,J57S,80571,2017-05-16 15:31:25.663,2017-05-16 15:31:25.663,0,7091GCS,J57,,,N,1,2
2462,J58S,80581,2017-05-17 08:58:40.987,2017-05-16 15:31:54.733,0,7095GCS,J58,,,N,1,2
2463,J58G,80582,2017-05-16 15:32:11.027,2017-05-16 15:32:11.027,0,7095GCG,J58,,,N,1,2
2464,J59,80590,2017-05-17 10:20:09.623,2017-05-17 10:20:09.623,0,7105GC,J59,,,N,1,2
2465,717A,7171,2017-06-01 11:38:05.357,2017-05-17 10:39:41.74,0,±±ÃÀ·ãÄ¾(¿µ´¿°å),717,,,N,1,1
2466,717,7170,2017-06-01 11:37:57.29,2017-05-17 10:40:35.177,0,±±ÃÀ·ãÄ¾,717,,,N,1,1
2467,J60,80600,2017-05-17 17:51:11.17,2017-05-17 17:51:11.17,0,7090-1GC,J60,,,N,1,2
2468,H34JN,78344,2017-05-18 14:29:39.36,2017-05-18 14:29:39.36,0,4102SPGCJN,H34T,,,Y,1,2
2469,J61,80610,2017-05-18 16:16:52.37,2017-05-18 16:16:52.37,0,7106GC,J61,,,N,1,2
2470,J60S,80601,2017-05-19 09:52:42.683,2017-05-19 09:52:42.683,0,7090-1GCS,J60,,,N,1,2
2471,J60F,80602,2017-05-19 09:53:34.92,2017-05-19 09:53:34.92,0,7090-1GCF,J60,,,N,1,2
2472,J59S,80591,2017-05-19 16:16:53.81,2017-05-19 16:16:53.81,0,7105GCS,J59,,,N,1,2
2473,J59DS,80592,2017-05-19 16:17:19.193,2017-05-19 16:17:19.193,0,7105GCDS,J59,,,N,1,2
2474,J59N,80593,2017-05-19 16:17:40.293,2017-05-19 16:17:40.293,0,7105GCN,J59,,,N,1,2
2475,J62,80620,2017-05-19 17:47:15.853,2017-05-19 17:47:15.853,0,7107GC,J62,,,N,1,2
2476,I97F,79972,2017-05-20 09:58:15.33,2017-05-20 09:58:15.33,0,7014GCF,I97,,,N,1,2
2477,J58N,80583,2017-05-20 10:05:25.39,2017-05-20 10:05:25.39,0,7095GCN,J58,,,N,1,2
2478,J57G,80572,2017-05-20 10:06:46.453,2017-05-20 10:06:46.453,0,7091GCG,J57,,,N,1,2
2479,J57N,80573,2017-05-20 10:07:06.4,2017-05-20 10:07:06.4,0,7091GCN,J57,,,N,1,2
2480,I02G,79023,2017-05-20 11:29:07.437,2017-05-20 11:29:07.437,0,6119-1GCG,I02,,,N,1,2
2481,J59F,80594,2017-05-20 15:18:21.1,2017-05-20 15:18:21.1,0,7105GCF,J59,,,N,1,2
2482,I89N,79892,2017-05-22 08:47:50.967,2017-05-22 08:47:50.967,0,6070-1GCN,I89,,,N,1,2
2483,J63,80630,2017-06-03 08:56:39.87,2017-05-22 10:18:31.337,0,KFH7001,J63,,,N,1,2
2484,J64,80640,2017-05-22 14:55:48.637,2017-05-22 14:55:48.637,0,7092GC,J64,,,N,1,2
